source_version,category,source_file,source_reference,section_id,heading_level,section_path,heading,classification,canonical_skill_ids,lesson_ids,review_status,notes
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#strings-and-characters,languageguide-stringsandcharacters-xhtml.001.strings-and-characters,1,Strings and Characters,Strings and Characters,overview,,,reviewed-no-lesson,Chapter overview; child sections carry the activities.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#String-Literals,languageguide-stringsandcharacters-xhtml.002.string-literals,2,Strings and Characters > String Literals,String Literals,skill,swift.strings.literal,swift.strings.literal,reviewed-implemented,Double-quoted String creation.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Multiline-String-Literals,languageguide-stringsandcharacters-xhtml.003.multiline-string-literals,3,Strings and Characters > String Literals > Multiline String Literals,Multiline String Literals,skill,swift.strings.multiline-literal|swift.strings.multiline-soft-wrap,swift.strings.multiline-literal|swift.strings.multiline-soft-wrap,reviewed-implemented,Triple-quote literals and source-only line wrapping.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Special-Characters-in-String-Literals,languageguide-stringsandcharacters-xhtml.004.special-characters-in-string-literals,3,Strings and Characters > String Literals > Special Characters in String Literals,Special Characters in String Literals,skill,swift.strings.escape-sequences|swift.strings.unicode-scalar-escape,swift.strings.escape-sequences|swift.strings.unicode-scalar-escape,reviewed-implemented,Escape sequences and Unicode scalar escapes.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Extended-String-Delimiters,languageguide-stringsandcharacters-xhtml.005.extended-string-delimiters,3,Strings and Characters > String Literals > Extended String Delimiters,Extended String Delimiters,skill,swift.strings.extended-delimiter,swift.strings.extended-delimiter,reviewed-implemented,Literal special characters through matched hash delimiters.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Initializing-an-Empty-String,languageguide-stringsandcharacters-xhtml.006.initializing-an-empty-string,2,Strings and Characters > Initializing an Empty String,Initializing an Empty String,skill,swift.strings.empty-initialization|swift.strings.is-empty,swift.strings.empty-initialization|swift.strings.is-empty,reviewed-implemented,Empty initializer and Boolean emptiness check.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#String-Mutability,languageguide-stringsandcharacters-xhtml.007.string-mutability,2,Strings and Characters > String Mutability,String Mutability,skill,swift.strings.mutability,swift.strings.mutability,reviewed-implemented,var permits String mutation.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Strings-Are-Value-Types,languageguide-stringsandcharacters-xhtml.008.strings-are-value-types,2,Strings and Characters > Strings Are Value Types,Strings Are Value Types,skill,swift.strings.value-copy,swift.strings.value-copy,reviewed-implemented,Independent value semantics after assignment.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Working-with-Characters,languageguide-stringsandcharacters-xhtml.009.working-with-characters,2,Strings and Characters > Working with Characters,Working with Characters,skill,swift.characters.iteration|swift.characters.annotation|swift.characters.array-to-string,swift.characters.iteration|swift.characters.annotation|swift.characters.array-to-string,reviewed-implemented,Iteration standalone Character and String construction.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Concatenating-Strings-and-Characters,languageguide-stringsandcharacters-xhtml.010.concatenating-strings-and-characters,2,Strings and Characters > Concatenating Strings and Characters,Concatenating Strings and Characters,skill,swift.operators.string-concatenation|swift.strings.append-string|swift.strings.append-character|swift.strings.multiline-concatenation,swift.operators.string-concatenation|swift.strings.append-string|swift.strings.append-character|swift.strings.multiline-concatenation,reviewed-implemented,Reuses plus concatenation and adds mutation methods and line-boundary behavior.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#String-Interpolation,languageguide-stringsandcharacters-xhtml.011.string-interpolation,2,Strings and Characters > String Interpolation,String Interpolation,skill,swift.output.string-interpolation|swift.strings.extended-interpolation,swift.output.string-interpolation|swift.strings.extended-interpolation,reviewed-implemented,Reuses ordinary interpolation and adds matched extended delimiters.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Unicode,languageguide-stringsandcharacters-xhtml.012.unicode,2,Strings and Characters > Unicode,Unicode,overview,,,reviewed-no-lesson,Unicode overview; scalar and grapheme child sections carry the activities.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Unicode-Scalar-Values,languageguide-stringsandcharacters-xhtml.013.unicode-scalar-values,3,Strings and Characters > Unicode > Unicode Scalar Values,Unicode Scalar Values,skill,swift.unicode.scalar-value,swift.unicode.scalar-value,reviewed-implemented,Scalar notation and identity.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Extended-Grapheme-Clusters,languageguide-stringsandcharacters-xhtml.014.extended-grapheme-clusters,3,Strings and Characters > Unicode > Extended Grapheme Clusters,Extended Grapheme Clusters,skill,swift.unicode.grapheme-equivalence|swift.unicode.flag-character,swift.unicode.grapheme-equivalence|swift.unicode.flag-character,reviewed-implemented,Canonical composition and multi-scalar flag Characters.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Counting-Characters,languageguide-stringsandcharacters-xhtml.015.counting-characters,2,Strings and Characters > Counting Characters,Counting Characters,skill,swift.strings.character-count|swift.strings.combining-count,swift.strings.character-count|swift.strings.combining-count,reviewed-implemented,Grapheme count and combining-scalar behavior.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Accessing-and-Modifying-a-String,languageguide-stringsandcharacters-xhtml.016.accessing-and-modifying-a-string,2,Strings and Characters > Accessing and Modifying a String,Accessing and Modifying a String,overview,,,reviewed-no-lesson,API family overview; child sections carry the activities.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#String-Indices,languageguide-stringsandcharacters-xhtml.017.string-indices,3,Strings and Characters > Accessing and Modifying a String > String Indices,String Indices,skill,swift.strings.start-index|swift.strings.last-index|swift.strings.offset-index|swift.strings.no-integer-index|swift.strings.indices-sequence,swift.strings.start-index|swift.strings.last-index|swift.strings.offset-index|swift.strings.no-integer-index|swift.strings.indices-sequence,reviewed-implemented,Unicode-correct start end offset and iteration indices.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Inserting-and-Removing,languageguide-stringsandcharacters-xhtml.018.inserting-and-removing,3,Strings and Characters > Accessing and Modifying a String > Inserting and Removing,Inserting and Removing,skill,swift.strings.insert-character|swift.strings.insert-contents|swift.strings.remove-character|swift.strings.remove-subrange,swift.strings.insert-character|swift.strings.insert-contents|swift.strings.remove-character|swift.strings.remove-subrange,reviewed-implemented,Character and range mutation at String.Index boundaries.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Substrings,languageguide-stringsandcharacters-xhtml.019.substrings,2,Strings and Characters > Substrings,Substrings,skill,swift.substrings.result-type|swift.substrings.long-term-storage,swift.substrings.result-type|swift.substrings.long-term-storage,reviewed-implemented,Substring result type and independent String conversion.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Comparing-Strings,languageguide-stringsandcharacters-xhtml.020.comparing-strings,2,Strings and Characters > Comparing Strings,Comparing Strings,overview,,,reviewed-no-lesson,Comparison overview; child sections carry the activities.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#String-and-Character-Equality,languageguide-stringsandcharacters-xhtml.021.string-and-character-equality,3,Strings and Characters > Comparing Strings > String and Character Equality,String and Character Equality,skill,swift.strings.canonical-equality|swift.characters.lookalike-inequality,swift.strings.canonical-equality|swift.characters.lookalike-inequality,reviewed-implemented,Canonical equivalence and unequal visual lookalikes.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Prefix-and-Suffix-Equality,languageguide-stringsandcharacters-xhtml.022.prefix-and-suffix-equality,3,Strings and Characters > Comparing Strings > Prefix and Suffix Equality,Prefix and Suffix Equality,skill,swift.strings.prefix|swift.strings.suffix,swift.strings.prefix|swift.strings.suffix,reviewed-implemented,Canonical prefix and suffix checks.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Unicode-Representations-of-Strings,languageguide-stringsandcharacters-xhtml.023.unicode-representations-of-strings,2,Strings and Characters > Unicode Representations of Strings,Unicode Representations of Strings,overview,,,reviewed-no-lesson,Encoding-view overview; child sections carry the activities.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#UTF-8-Representation,languageguide-stringsandcharacters-xhtml.024.utf-8-representation,3,Strings and Characters > Unicode Representations of Strings > UTF-8 Representation,UTF-8 Representation,skill,swift.unicode.utf8-view,swift.unicode.utf8-view,reviewed-implemented,UInt8 code-unit view.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#UTF-16-Representation,languageguide-stringsandcharacters-xhtml.025.utf-16-representation,3,Strings and Characters > Unicode Representations of Strings > UTF-16 Representation,UTF-16 Representation,skill,swift.unicode.utf16-view,swift.unicode.utf16-view,reviewed-implemented,UInt16 code-unit view and surrogate behavior.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/StringsAndCharacters.xhtml,LanguageGuide/StringsAndCharacters.xhtml#Unicode-Scalar-Representation,languageguide-stringsandcharacters-xhtml.026.unicode-scalar-representation,3,Strings and Characters > Unicode Representations of Strings > Unicode Scalar Representation,Unicode Scalar Representation,skill,swift.unicode.scalar-view,swift.unicode.scalar-view,reviewed-implemented,UnicodeScalar view and UInt32 scalar values.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#collection-types,languageguide-collectiontypes-xhtml.001.collection-types,1,Collection Types,Collection Types,overview,,,reviewed-no-lesson,Chapter overview; child sections carry the activities.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#Mutability-of-Collections,languageguide-collectiontypes-xhtml.002.mutability-of-collections,2,Collection Types > Mutability of Collections,Mutability of Collections,skill,swift.collections.mutability,swift.collections.mutability,reviewed-implemented,Mutable versus constant collection membership.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#Arrays,languageguide-collectiontypes-xhtml.003.arrays,2,Collection Types > Arrays,Arrays,overview,,,reviewed-no-lesson,Array overview; child sections carry the activities.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#Array-Type-Shorthand-Syntax,languageguide-collectiontypes-xhtml.004.array-type-shorthand-syntax,3,Collection Types > Arrays > Array Type Shorthand Syntax,Array Type Shorthand Syntax,skill,swift.arrays.type-syntax,swift.arrays.type-syntax,reviewed-implemented,Array Element shorthand.
